year,month,date,"longitude (degree: E+, W-)","latitude (degree: N+, S-)",Level 0 (pieces/m3),ratio (fragment<5 mm),Level 1 (pieces/m3),windspeed (m/s),significant wave height (m),Level 2p (pieces/km2),Level 2w1 (g/km2),Level 2w2 (g/km2),No. in Table 1
2013,4,2,-11.1364,57.7984,14.5,0.04,0.58,10.2,2.45,1970000.0,46700.0,4360.0,13
2013,4,2,-10.967,57.9326,10.0,0.04,0.4,9.07,2.02,997000.0,23600.0,1900.0,13
2013,4,2,-10.3589,57.9331,9.0,0.04,0.36,9.07,2.02,897000.0,21200.0,1670.0,13
2013,4,2,-9.7622,57.9322,4.0,0.04,0.16,7.86,1.65,282000.0,6670.0,406.0,13
2013,4,3,-9.7379,57.9264,1.0,0.04,0.04,3.96,1.64,35300.0,834.0,32.2,13
2013,4,3,-8.9938,58.4298,9.0,0.04,0.36,5.27,1.54,396000.0,9360.0,615.0,13
2013,4,3,-9.688,58.4318,7.5,0.04,0.3,4.15,1.63,275000.0,6520.0,395.0,13
2013,4,3,-10.3,58.4303,8.5,0.04,0.34,4.29,1.71,339000.0,8030.0,509.0,13
2013,4,3,-10.4665,58.43,9.0,0.04,0.36,4.29,1.71,359000.0,8500.0,546.0,13
2013,4,3,-10.5558,58.433,6.0,0.04,0.24,4.29,1.71,239000.0,5670.0,333.0,13
2013,4,3,-11.1091,58.4309,8.0,0.04,0.32,4.1,1.83,327000.0,7730.0,487.0,13
2013,4,3,-11.0607,58.6478,6.0,0.04,0.24,4.1,1.83,245000.0,5800.0,343.0,13
2013,4,3,-10.9989,58.9334,8.5,0.04,0.34,4.29,1.71,339000.0,8030.0,509.0,13
2013,4,3,-10.4607,58.9327,11.0,0.04,0.44,4.29,1.71,439000.0,10400.0,698.0,13
2013,4,4,-9.8079,58.9312,1.0,0.04,0.04,3.7,1.15,23200.0,548.0,19.3,13
2013,4,4,-8.3676,58.9341,14.0,0.04,0.56,4.12,1.14,358000.0,8480.0,544.0,13
2013,4,4,-8.1101,58.9347,8.5,0.04,0.34,4.12,1.14,217000.0,5150.0,296.0,13
2013,4,4,-7.4435,58.9357,10.0,0.04,0.4,1.73,1.16,109000.0,2580.0,127.0,13
2013,4,4,-7.0666,59.0819,4.5,0.04,0.18,3.01,1.14,84300.0,1990.0,93.2,13
2013,4,4,-6.6523,59.3767,12.5,0.04,0.5,2.73,1.06,197000.0,4670.0,263.0,13
2013,4,4,-6.8887,59.4341,5.0,0.04,0.2,2.73,1.06,79000.0,1870.0,86.1,13
2013,4,4,-7.0008,59.4335,7.5,0.04,0.3,3.01,1.14,140000.0,3320.0,174.0,13
2013,4,4,-7.4206,59.4328,11.5,0.04,0.46,3.01,1.14,215000.0,5100.0,293.0,13
2013,4,4,-8.1249,59.4317,3.0,0.04,0.12,2.39,1.15,44700.0,1060.0,43.0,13
2013,4,5,-8.8901,59.434,1.17,0.04,0.0468,3.81,0.882,21300.0,505.0,17.4,13
2013,4,5,-10.6277,59.4341,5.5,0.04,0.22,4.17,0.86,107000.0,2530.0,125.0,13
2013,4,5,-10.9947,59.9339,7.0,0.04,0.28,4.17,0.86,136000.0,3230.0,168.0,13
2013,4,5,-11.0074,59.7205,5.0,0.04,0.2,4.8,0.843,110000.0,2600.0,129.0,13
2013,4,5,-10.9994,59.9352,6.5,0.04,0.26,4.17,0.86,127000.0,3000.0,153.0,13
2013,4,5,-10.3762,59.9304,7.5,0.04,0.3,4.17,0.86,146000.0,3460.0,182.0,13
2013,4,5,-9.6938,59.9328,6.0,0.04,0.24,3.45,0.88,99100.0,2350.0,114.0,13
2013,4,5,-9.0267,59.934,11.0,0.04,0.44,3.45,0.88,182000.0,4300.0,238.0,13
2013,4,5,-8.6795,59.9324,8.5,0.04,0.34,3.81,0.882,155000.0,3670.0,196.0,13
2013,4,5,-8.038,59.9324,31.5,0.04,1.26,3.81,0.882,575000.0,13600.0,969.0,13
2013,4,6,-7.3514,59.9355,1.0,0.04,0.04,5.62,1.55,47400.0,1120.0,46.2,13
2013,4,6,-6.5211,59.9336,14.5,0.04,0.58,5.62,1.56,693000.0,16400.0,1220.0,13
2013,4,6,-5.8607,59.9332,8.0,0.04,0.32,5.88,1.72,441000.0,10400.0,702.0,13
2013,4,6,-5.1662,59.9351,6.0,0.04,0.24,5.88,1.72,331000.0,7830.0,494.0,13
2013,4,6,-4.75,59.9335,5.5,0.04,0.22,6.38,1.78,339000.0,8020.0,509.0,13
2013,4,6,-4.7458,60.0684,8.5,0.04,0.34,9.32,2.36,1020000.0,24100.0,1950.0,13
2013,4,6,-5.1305,60.0288,8.0,0.04,0.32,8.14,2.23,787000.0,18600.0,1420.0,13
2013,4,6,-5.3291,60.384,10.0,0.04,0.4,8.14,2.23,984000.0,23300.0,1870.0,13
2013,4,6,-6.1447,60.8324,2.5,0.04,0.1,6.86,1.91,178000.0,4210.0,232.0,13
2013,4,7,-6.1152,61.0056,1.17,0.04,0.0468,6.56,1.76,73200.0,1730.0,78.5,13
2013,4,7,-4.8831,60.7326,60.5,0.04,2.42,6.61,2.48,5390000.0,128000.0,14900.0,13
2013,4,7,-4.6838,60.6223,4.5,0.04,0.18,6.61,2.48,401000.0,9490.0,625.0,13
2013,4,7,-4.3674,60.4383,5.5,0.04,0.22,6.61,2.48,490000.0,11600.0,798.0,13
2013,4,7,-3.7892,60.4132,6.5,0.04,0.26,6.28,2.65,588000.0,13900.0,997.0,13
2013,4,7,-3.2584,60.3619,9.5,0.04,0.38,6.28,2.65,859000.0,20300.0,1580.0,13
2013,4,7,-3.6451,60.6045,11.0,0.04,0.44,6.28,2.65,995000.0,23500.0,1890.0,13
2013,4,7,-3.654,60.5756,13.5,0.04,0.54,6.28,2.65,1220000.0,28900.0,2430.0,13
2013,4,7,-3.9124,60.7551,7.0,0.04,0.28,6.28,2.65,633000.0,15000.0,1090.0,13
2013,4,7,-4.2191,60.9601,2.5,0.04,0.1,6.61,2.48,223000.0,5270.0,305.0,13
2013,4,8,-4.4956,61.1158,0.5,0.04,0.02,4.78,2.09,27100.0,642.0,23.4,13
2013,4,8,-4.7474,61.7827,4.0,0.04,0.16,4.78,2.09,217000.0,5130.0,295.0,13
2013,4,8,-4.4855,61.8083,3.0,0.04,0.12,4.78,2.09,163000.0,3850.0,208.0,13
2013,4,8,-4.0636,61.5371,2.5,0.04,0.1,4.78,2.09,136000.0,3210.0,166.0,13
2013,4,8,-3.7525,61.3454,4.5,0.04,0.18,4.56,2.09,233000.0,5500.0,322.0,13
2013,4,8,-3.7812,61.3237,9.0,0.04,0.36,4.56,2.09,465000.0,11000.0,749.0,13
2013,4,8,-3.595,61.2431,4.0,0.04,0.16,4.56,2.09,207000.0,4890.0,279.0,13
2013,4,8,-3.1534,60.97,11.5,0.04,0.46,4.39,2.07,568000.0,13500.0,957.0,13
2013,4,8,-2.7591,60.7192,7.0,0.04,0.28,3.91,2.2,327000.0,7740.0,487.0,13
2013,4,8,-3.3293,60.7239,1.5,0.04,0.06,4.39,2.07,74100.0,1750.0,79.7,13
2013,4,9,-3.5464,60.6882,1.5,0.04,0.06,4.75,1.12,43400.0,1030.0,41.5,13
2013,4,9,-5.2355,59.7303,3.0,0.04,0.12,8.3,1.24,167000.0,3950.0,215.0,13
2013,4,9,-5.5306,59.4549,9.5,0.04,0.38,8.3,1.24,529000.0,12500.0,876.0,13
2013,4,9,-5.86,59.9954,5.5,0.04,0.22,8.3,1.24,306000.0,7250.0,450.0,13
2013,4,9,-6.3509,59.104,5.0,0.04,0.2,8.3,1.3,293000.0,6930.0,426.0,13
2013,4,9,-7.0522,59.2097,5.0,0.04,0.2,8.48,1.42,328000.0,7750.0,488.0,13
2013,4,9,-7.1724,59.2283,6.0,0.04,0.24,8.48,1.42,393000.0,9300.0,610.0,13
2013,4,9,-7.527,59.1348,7.5,0.04,0.3,8.48,1.42,491000.0,11600.0,801.0,13
2013,4,9,-7.8625,58.8664,3.5,0.04,0.14,6.43,1.17,143000.0,3380.0,178.0,13
2013,4,10,-8.0327,58.7553,2.12,0.04,0.0848,5.29,2.35,143000.0,3390.0,178.0,13
2013,4,10,-9.6116,57.981,6.5,0.04,0.26,7.18,2.28,579000.0,13700.0,978.0,13
2013,4,10,-9.6181,57.673,5.5,0.04,0.22,7.18,2.28,490000.0,11600.0,798.0,13
2013,4,10,-9.5429,57.3831,5.0,0.04,0.2,7.18,2.28,445000.0,10500.0,710.0,13
2013,4,10,-9.2863,57.0812,6.5,0.04,0.26,7.18,2.28,579000.0,13700.0,978.0,13
2013,4,10,-9.1421,56.7826,5.0,0.04,0.2,8.63,2.6,610000.0,14400.0,1040.0,13
2013,4,10,-9.1876,56.4804,3.5,0.04,0.14,8.63,2.6,427000.0,10100.0,674.0,13
2013,4,10,-9.3261,56.1488,5.5,0.04,0.22,8.63,2.6,671000.0,15900.0,1170.0,13
2013,4,10,-9.4826,55.8128,5.0,0.04,0.2,7.68,2.69,560000.0,13300.0,940.0,13
2013,4,11,-9.5195,55.7238,0.75,0.04,0.03,8.25,1.91,64400.0,1520.0,67.1,13
2013,4,11,-10.264,55.0558,8.0,0.04,0.32,7.6,2.06,681000.0,16100.0,1190.0,13
2013,4,11,-10.4411,54.882,6.0,0.04,0.24,4.73,2.0,309000.0,7320.0,455.0,13
2013,4,11,-10.5871,54.8158,4.0,0.04,0.16,4.73,2.0,206000.0,4880.0,278.0,13
2013,4,11,-10.5814,54.8213,8.0,0.04,0.32,4.73,2.0,412000.0,9760.0,647.0,13
2013,4,11,-10.6616,54.6343,6.0,0.04,0.24,4.73,2.0,309000.0,7320.0,455.0,13
2013,4,11,-10.9729,54.551,4.0,0.04,0.16,4.73,2.0,206000.0,4880.0,278.0,13
2013,4,11,-11.1963,54.4903,6.0,0.04,0.24,7.15,1.92,449000.0,10600.0,717.0,13
2013,4,11,-11.4781,54.3387,8.0,0.04,0.32,7.15,1.92,598000.0,14200.0,1020.0,13
2013,4,13,-9.2652,53.2117,16.5,0.04,0.66,9.85,1.31,1160000.0,27400.0,2280.0,13
2013,4,13,-9.7688,53.1883,11.0,0.04,0.44,9.85,1.31,771000.0,18200.0,1390.0,13
2013,4,13,-10.2015,53.2848,8.0,0.04,0.32,8.74,2.2,837000.0,19800.0,1530.0,13
2013,4,13,-10.6127,53.41,7.5,0.04,0.3,8.74,2.2,785000.0,18600.0,1420.0,13
2013,4,13,-11.004,53.5257,5.5,0.04,0.22,11.3,2.29,773000.0,18300.0,1390.0,13
2013,4,13,-11.4438,53.6553,13.0,0.04,0.52,11.3,2.29,1830000.0,43200.0,3980.0,13
2013,4,13,-11.9175,53.7933,5.5,0.04,0.22,11.3,2.29,773000.0,18300.0,1390.0,13
2013,4,13,-12.6147,53.991,8.0,0.04,0.32,14.1,2.59,1590000.0,37700.0,3360.0,13
2013,4,13,-12.6083,53.9878,9.5,0.04,0.38,14.1,2.59,1890000.0,44700.0,4140.0,13
2013,4,13,-12.9925,54.1327,4.0,0.04,0.16,11.6,2.27,572000.0,13500.0,965.0,13
2013,4,13,-13.0442,54.1302,12.0,0.04,0.48,13.2,2.57,2220000.0,52600.0,5050.0,13
2013,4,13,-13.224,54.0167,8.5,0.04,0.34,13.2,2.57,1570000.0,37200.0,3310.0,13
2013,4,13,-14.0033,53.9212,7.5,0.04,0.3,14.6,3.04,1800000.0,42700.0,3910.0,13
2013,4,13,-14.4485,53.812,7.0,0.04,0.28,14.6,3.04,1680000.0,39800.0,3600.0,13
2013,4,13,-14.8293,53.7105,8.5,0.04,0.34,14.6,3.04,2040000.0,48400.0,4560.0,13
2013,4,13,-15.207,53.6333,6.5,0.04,0.26,15.2,3.24,1740000.0,41300.0,3750.0,13
2013,4,13,-16.548,53.3517,12.0,0.04,0.48,15.8,3.61,3720000.0,88100.0,9470.0,13
2013,4,13,-16.9578,53.2678,9.5,0.04,0.38,15.8,3.61,2950000.0,69800.0,7120.0,13
2013,4,13,-17.4408,53.1655,8.5,0.04,0.34,16.0,3.99,2950000.0,69900.0,7150.0,13
2013,4,13,-17.9083,53.0655,10.5,0.04,0.42,16.0,3.99,3650000.0,86400.0,9250.0,13
2013,5,13,-17.9462,53.386,10.5,0.04,0.42,10.2,4.07,2380000.0,56400.0,5490.0,13
2013,5,13,-17.3902,53.3697,6.75,0.04,0.27,10.2,4.07,1530000.0,36200.0,3210.0,13
2013,5,13,-16.134,53.3925,7.0,0.04,0.28,10.9,4.14,1710000.0,40400.0,3660.0,13
2013,5,13,-15.5085,53.3963,17.0,0.04,0.68,11.7,4.16,4500000.0,107000.0,11900.0,13
2013,5,13,-14.8453,53.3758,21.5,0.04,0.86,11.3,4.14,5440000.0,129000.0,15000.0,13
2013,5,13,-14.3045,53.3565,11.0,0.04,0.44,11.3,4.14,2780000.0,65800.0,6640.0,13
2013,5,13,-13.7043,53.3463,5.0,0.04,0.2,10.7,4.11,1200000.0,28400.0,2380.0,13
2013,5,13,-13.135,53.3257,10.0,0.04,0.4,10.7,4.11,2400000.0,56800.0,5540.0,13
2013,5,13,-12.596,53.3028,6.5,0.04,0.26,11.3,4.05,1610000.0,38100.0,3410.0,13
2013,5,13,-12.0327,53.2872,4.5,0.04,0.18,11.3,4.05,1120000.0,26400.0,2180.0,13
2013,5,13,-11.5387,53.2603,2.5,0.04,0.1,10.7,3.91,567000.0,13400.0,955.0,13
2013,5,13,-11.0525,53.2447,4.5,0.04,0.18,10.7,3.91,1020000.0,24200.0,1960.0,13
2013,5,13,-10.4927,53.2148,1.0,0.04,0.04,8.69,3.79,179000.0,4230.0,233.0,13
2013,6,24,-8.7333,54.8624,14.0,0.04,0.56,0.0,0.0,2500000.0,59300.0,5840.0,13
2013,6,24,-8.479,55.1467,4.0,0.04,0.16,4.72,2.56,262000.0,6210.0,372.0,13
2013,6,24,-8.1157,55.415,5.0,0.04,0.2,4.72,2.56,328000.0,7760.0,489.0,13
2013,6,24,-7.6812,55.6654,6.0,0.04,0.24,3.77,0.0,394000.0,9310.0,611.0,13
2013,6,24,-7.2568,55.9184,0.75,0.04,0.03,3.77,0.0,49200.0,1160.0,48.3,13
2013,6,25,-6.3553,55.7798,2.5,0.04,0.1,3.08,0.0,164000.0,3880.0,210.0,13
2013,6,25,-6.923,56.7903,3.0,0.04,0.12,2.6,1.41,60000.0,1420.0,61.5,13
2013,6,25,-7.5192,56.8005,2.5,0.04,0.1,3.86,1.35,70800.0,1680.0,75.3,13
2013,6,25,-7.0635,56.942,5.5,0.04,0.22,3.86,1.35,156000.0,3690.0,197.0,13
2013,6,25,-6.9335,57.0818,5.0,0.04,0.2,6.13,1.46,242000.0,5730.0,338.0,13
2013,6,25,-6.8589,57.2044,3.5,0.04,0.14,6.13,1.46,170000.0,4010.0,219.0,13
2013,6,25,-6.8087,57.3463,3.0,0.04,0.12,6.13,1.46,145000.0,3440.0,181.0,13
2013,6,25,-6.9382,57.4963,3.5,0.04,0.14,6.13,1.46,170000.0,4010.0,219.0,13
2013,6,25,-6.9266,57.7212,0.125,0.04,0.005,6.13,1.46,6060.0,143.0,3.75,13
2013,6,26,-6.3697,57.8575,1.0,0.04,0.04,4.24,1.25,28800.0,681.0,25.1,13
2013,6,26,-5.8602,57.6456,6.5,0.04,0.26,0.0,0.0032,187000.0,4420.0,246.0,13
2013,6,26,-5.9816,57.86,4.5,0.04,0.18,0.0,0.0032,129000.0,3060.0,157.0,13
2013,6,26,-6.1401,58.1218,2.0,0.04,0.08,5.09,0.0,57500.0,1360.0,58.5,13
2013,6,26,-5.6456,58.1133,5.5,0.04,0.22,0.0,0.499,158000.0,3740.0,201.0,13
2013,6,26,-5.8374,58.2619,2.0,0.04,0.08,0.0,0.499,57500.0,1360.0,58.5,13
2013,6,26,-5.9066,58.418,1.5,0.04,0.06,0.0,0.499,43100.0,1020.0,41.2,13
2013,6,26,-5.2691,58.4674,4.5,0.04,0.18,0.0,0.499,129000.0,3060.0,157.0,13
2013,6,27,-6.988,58.3932,5.5,0.04,0.22,4.24,0.0,158000.0,3740.0,201.0,13
2013,6,27,-7.493,58.3922,5.5,0.04,0.22,4.44,1.37,182000.0,4310.0,238.0,13
2013,6,27,-7.9812,58.3938,5.5,0.04,0.22,4.44,1.37,182000.0,4310.0,238.0,13
2013,6,27,-8.5004,58.3914,4.0,0.04,0.16,4.82,1.47,154000.0,3640.0,194.0,13
2013,6,27,-8.8417,58.275,3.0,0.04,0.12,4.82,1.47,115000.0,2730.0,136.0,13
2013,6,27,-9.1405,58.139,5.0,0.04,0.2,6.27,1.57,267000.0,6320.0,381.0,13
2013,6,27,-8.1394,58.1394,10.0,0.04,0.4,4.82,1.47,384000.0,9090.0,593.0,13
2013,6,27,-8.0079,58.1413,6.0,0.04,0.24,4.82,1.47,230000.0,5450.0,318.0,13
2013,6,28,-7.8377,57.8923,4.5,0.04,0.18,7.49,2.25,411000.0,9730.0,644.0,13
2013,6,28,-8.3328,57.8925,1.5,0.04,0.06,10.3,2.49,210000.0,4960.0,283.0,13
2013,6,28,-9.047,57.8926,5.0,0.04,0.2,10.8,2.72,796000.0,18800.0,1440.0,13
2013,6,28,-9.1247,57.7528,1.33,0.04,0.0532,10.8,2.72,212000.0,5010.0,287.0,13
2013,6,28,-9.4562,57.6719,3.0,0.04,0.12,10.8,2.72,477000.0,11300.0,773.0,13
2013,6,28,-9.1174,57.6449,8.0,0.04,0.32,10.8,2.72,1270000.0,30100.0,2560.0,13
2013,6,28,-8.816,57.6434,3.5,0.04,0.14,10.3,2.49,489000.0,11600.0,797.0,13
2013,6,29,-7.7631,57.5328,2.5,0.04,0.1,8.57,2.76,322000.0,7620.0,478.0,13
2013,6,29,-7.7928,58.2264,1.5,0.04,0.06,8.76,2.93,209000.0,4940.0,282.0,13
2013,6,29,-8.2517,57.3975,2.5,0.04,0.1,9.07,2.87,353000.0,8350.0,535.0,13
2013,6,29,-8.6233,57.3959,5.0,0.04,0.2,9.07,2.87,706000.0,16700.0,1250.0,13
2013,6,29,-9.0968,57.3943,4.5,0.04,0.18,9.71,2.94,698000.0,16500.0,1230.0,13
2013,6,29,-9.1894,57.3921,8.5,0.04,0.34,9.71,2.94,1320000.0,31200.0,2670.0,13
2013,6,29,-9.3149,57.2378,3.0,0.04,0.12,9.71,2.94,465000.0,11000.0,749.0,13
2013,6,29,-8.9816,57.1432,3.5,0.04,0.14,9.07,2.87,494000.0,11700.0,806.0,13
2013,6,30,-8.0433,56.8934,2.0,0.04,0.08,12.1,3.42,450000.0,10700.0,720.0,13
2013,6,30,-8.3182,56.894,4.0,0.04,0.16,12.1,3.42,901000.0,21300.0,1680.0,13
2013,6,30,-8.5613,56.8943,4.5,0.04,0.18,12.1,3.42,1010000.0,24000.0,1940.0,13
2013,6,30,-8.8169,56.892,6.5,0.04,0.26,12.1,3.42,1460000.0,34600.0,3030.0,13
2013,6,30,-9.0611,56.86,3.5,0.04,0.14,12.4,3.65,859000.0,20300.0,1580.0,13
2013,6,30,-8.8108,56.7686,1.5,0.04,0.06,12.1,3.42,338000.0,7990.0,507.0,13
2013,6,30,-8.2152,56.7686,4.0,0.04,0.16,12.1,3.42,901000.0,21300.0,1680.0,13
2013,6,30,-7.6984,56.759,2.0,0.04,0.08,10.4,2.97,337000.0,7980.0,506.0,13
2013,7,1,-8.3008,56.6445,7.0,0.04,0.28,8.32,3.22,1020000.0,24100.0,1950.0,13
2013,7,1,-8.5208,56.6437,12.0,0.04,0.48,8.32,3.22,1740000.0,41300.0,3760.0,13
2013,7,1,-8.6997,56.6432,3.5,0.04,0.14,8.32,3.22,509000.0,12000.0,836.0,13
2013,7,1,-9.0292,56.6042,3.33,0.04,0.133,8.6,3.24,504000.0,11900.0,825.0,13
2013,7,1,-8.939,56.5349,6.5,0.04,0.26,8.32,3.22,945000.0,22400.0,1780.0,13
2013,7,1,-8.3201,56.5197,1.5,0.04,0.06,8.32,3.22,218000.0,5160.0,297.0,13
2013,7,1,-7.2129,56.5179,4.5,0.04,0.18,7.22,3.03,536000.0,12700.0,890.0,13
2013,7,2,-8.4276,56.3936,1.0,0.04,0.04,7.73,2.2,92500.0,2190.0,104.0,13
2013,7,2,-8.8507,56.3934,5.0,0.04,0.2,7.73,2.2,462000.0,10900.0,744.0,13
2013,7,2,-9.1258,56.3308,2.5,0.04,0.1,8.27,2.29,258000.0,6100.0,364.0,13
2013,7,2,-8.8899,56.271,4.0,0.04,0.16,7.73,2.2,370000.0,8760.0,566.0,13
2013,7,2,-8.4232,56.2704,1.0,0.04,0.04,7.73,2.2,92500.0,2190.0,104.0,13
2013,7,2,-7.8168,56.2675,2.5,0.04,0.1,6.27,2.05,174000.0,4120.0,226.0,13
2013,7,2,-7.3098,56.2658,9.5,0.04,0.38,6.27,2.05,662000.0,15700.0,1150.0,13
2013,7,2,-6.9938,56.2692,5.0,0.04,0.2,7.16,2.15,418000.0,9890.0,657.0,13
2013,7,2,-6.6076,56.269,0.25,0.04,0.01,7.16,2.15,20900.0,495.0,17.0,13
2013,7,3,-7.051,56.1448,4.0,0.04,0.16,5.37,1.7,198000.0,4690.0,265.0,13
2013,7,3,-7.5329,56.1449,3.0,0.04,0.12,5.37,1.7,149000.0,3520.0,186.0,13
2013,7,3,-8.1652,56.1435,3.0,0.04,0.12,5.93,1.88,182000.0,4300.0,238.0,13
2013,7,3,-8.5121,56.1435,2.75,0.04,0.11,5.93,1.88,167000.0,3940.0,214.0,13
2013,7,3,-9.1441,56.1441,5.5,0.04,0.22,6.58,2.0,392000.0,9280.0,608.0,13
2013,7,3,-9.0728,56.0168,9.0,0.04,0.36,6.58,2.0,642000.0,15200.0,1110.0,13
2013,7,4,-7.2037,56.0184,0.667,0.04,0.0267,10.5,2.1,79600.0,1880.0,87.0,13
2013,7,4,-6.6083,55.9245,4.0,0.04,0.16,7.15,0.0,478000.0,11300.0,773.0,13
2013,7,4,-6.9837,55.8944,1.0,0.04,0.04,7.15,0.0,119000.0,2830.0,143.0,13
2013,7,4,-7.2974,55.8996,0.5,0.04,0.02,9.31,0.0,59700.0,1410.0,61.2,13
2013,7,4,-8.3532,55.8943,0.0,0.04,0.0,10.6,2.07,0.0,0.0,0.0,13
2013,7,5,-8.8105,55.7854,1.0,0.04,0.04,6.92,2.55,96000.0,2270.0,109.0,13
2013,7,5,-8.0393,55.7706,0.25,0.04,0.01,6.92,2.55,24000.0,568.0,20.1,13
2013,7,5,-7.4983,55.7689,2.0,0.04,0.08,6.13,0.0,192000.0,4540.0,254.0,13
2013,7,5,-6.9441,55.7739,6.0,0.04,0.24,5.24,0.0,576000.0,13600.0,972.0,13
2013,7,5,-6.7608,55.769,1.0,0.04,0.04,5.24,0.0,96000.0,2270.0,109.0,13
2013,7,5,-6.6912,55.6446,1.0,0.04,0.04,5.24,0.0,96000.0,2270.0,109.0,13
2013,7,5,-7.5645,55.6444,3.0,0.04,0.12,6.13,0.0,288000.0,6820.0,417.0,13
2013,7,6,-8.681,55.6457,0.0,0.04,0.0,5.56,2.06,0.0,0.0,0.0,13
2013,7,6,-8.1369,55.6449,2.0,0.04,0.08,5.56,2.06,124000.0,2950.0,150.0,13
2013,7,6,-9.1644,55.6448,6.0,0.04,0.24,8.77,2.29,655000.0,15500.0,1140.0,13
2013,7,6,-9.3718,55.5711,3.0,0.04,0.12,8.77,2.29,327000.0,7750.0,488.0,13
2013,7,6,-9.0275,55.5168,2.0,0.04,0.08,8.77,2.29,218000.0,5160.0,297.0,13
2013,7,6,-8.547,55.5186,1.5,0.04,0.06,5.56,2.06,93400.0,2210.0,106.0,13
2013,7,6,-8.3322,55.5222,1.5,0.04,0.06,5.56,2.06,93400.0,2210.0,106.0,13
2013,7,6,-7.7077,55.5186,0.5,0.04,0.02,4.64,0.0,31100.0,736.0,27.6,13
2013,7,7,-7.7167,55.3931,3.0,0.04,0.12,1.76,0.0,187000.0,4420.0,246.0,13
2013,7,7,-8.2878,55.394,1.0,0.04,0.04,1.81,2.09,20600.0,487.0,16.7,13
2013,7,7,-8.4818,55.3956,3.0,0.04,0.12,1.81,2.09,61700.0,1460.0,63.7,13
2013,7,7,-8.9365,55.3932,0.75,0.04,0.03,1.81,2.09,15400.0,365.0,11.7,13
2013,7,7,-9.9433,55.3148,8.0,0.04,0.32,2.18,2.17,205000.0,4850.0,276.0,13
2013,7,7,-9.5262,55.2678,1.0,0.04,0.04,2.18,2.17,25600.0,606.0,21.8,13
2013,7,7,-9.0802,55.2667,1.0,0.04,0.04,2.18,2.17,25600.0,606.0,21.8,13
2013,7,8,-8.8281,55.1424,1.0,0.04,0.04,1.65,1.43,12900.0,304.0,9.4,13
2013,7,8,-9.0963,55.1424,1.0,0.04,0.04,0.769,1.39,5830.0,138.0,3.58,13
2013,7,8,-9.6474,55.1422,6.5,0.04,0.26,0.769,1.39,37900.0,896.0,35.1,13
2013,7,8,-9.9935,55.145,3.0,0.04,0.12,0.769,1.39,17500.0,414.0,13.7,13
2013,7,8,-9.9631,55.0173,4.0,0.04,0.16,0.769,1.39,23300.0,551.0,19.4,13
2013,7,8,-9.44,55.0179,0.5,0.04,0.02,0.769,1.39,2910.0,68.9,1.54,13
2013,7,8,-9.0021,55.0189,3.0,0.04,0.12,0.769,1.39,17500.0,414.0,13.7,13
2013,7,8,-8.5834,54.9872,0.5,0.04,0.02,0.0,0.0,2910.0,68.9,1.54,13
2013,7,9,-9.6589,54.8935,1.5,0.04,0.06,0.0,0.0,8740.0,207.0,5.87,13
2013,7,9,-10.1941,54.8947,0.0,0.04,0.0,4.78,0.741,0.0,0.0,0.0,13
2013,7,9,-10.5866,54.6615,0.5,0.04,0.02,4.78,0.741,9620.0,228.0,6.6,13
2013,7,9,-10.2014,54.6454,11.0,0.04,0.44,4.78,0.741,212000.0,5010.0,287.0,13
2013,7,9,-10.0192,54.6444,2.0,0.04,0.08,4.78,0.741,38500.0,911.0,35.8,13
2013,7,9,-8.8472,54.646,4.0,0.04,0.16,0.0,0.0,77000.0,1820.0,83.4,13
2013,7,10,-9.953,54.3933,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,13
2013,7,10,-10.5302,54.3925,0.5,0.04,0.02,4.52,0.512,6290.0,149.0,3.93,13
2013,7,10,-10.9111,54.1537,0.5,0.04,0.02,4.52,0.512,6290.0,149.0,3.93,13
2013,7,10,-10.5906,54.1406,3.5,0.04,0.14,4.52,0.512,44000.0,1040.0,42.2,13
2013,7,10,-10.2714,54.0938,3.0,0.04,0.12,4.52,0.512,37700.0,893.0,35.0,13
2013,7,10,-10.0648,53.8916,3.5,0.04,0.14,2.19,0.477,19900.0,470.0,16.0,13
2013,7,10,-10.52,53.8944,1.0,0.04,0.04,2.19,0.477,5680.0,134.0,3.47,13
2013,7,10,-11.0752,53.8925,1.0,0.04,0.04,3.73,0.494,10000.0,237.0,6.92,13
2013,7,11,-11.3777,53.6423,0.5,0.04,0.02,1.59,0.403,1740.0,41.1,0.819,13
2013,7,11,-10.9375,53.6478,1.5,0.04,0.06,3.28,0.38,10200.0,241.0,7.06,13
2013,7,11,-10.6736,53.6494,3.0,0.04,0.12,3.28,0.38,20300.0,481.0,16.5,13
2013,7,11,-10.341,53.5777,4.0,0.04,0.16,3.28,0.38,27100.0,642.0,23.4,13
2013,7,11,-10.1062,53.2716,1.0,0.04,0.04,3.28,0.38,6780.0,160.0,4.31,13
2013,10,9,-9.6665,51.5736,5.5,0.04,0.22,8.02,1.79,429000.0,10200.0,679.0,13
2013,10,9,-9.6669,51.5735,17.0,0.04,0.68,8.02,1.79,1330000.0,31400.0,2690.0,13
2013,10,9,-9.6665,51.5735,26.0,0.04,1.04,8.02,1.79,2030000.0,48000.0,4510.0,13
2013,10,9,-9.6666,51.5734,56.0,0.04,2.24,8.02,1.79,4370000.0,103000.0,11500.0,13
